Number	Cell	Slice	Date	Sample	Mouse	Mouse date of birth	Mouse age	Targeted layer	Cre	Number of genes detected	RNA family	RNA type	RNA type confidence	RNA type top-3	ALM/VISp top-3	Length (bp)	Yield (pg/µl)	User	Hold Time (min)	Soma depth (µm)	Soma depth (4x)	Cortical thickness (4x)	Cortical thickness (µm)	Traced	Exclusion reasons
73	20180123_sample_7	20180123_slice_7	2018-01-23	sample 7	mouse_CNQDR	2017-11-26	58	5	PV-	10151	PT	L5 PT_4	0.96	L5 PT_4 (96.1%)	L5 PT ALM Npsr1 (100.0%)	1869	170.29	Fede	10	673.8	243.6	613.9	1694.364	y	
74	20180208_sample_1	20180208_slice_1	2018-02-08	sample 1	mouse_HDBFV	2017-10-09	122	5	VIAAT-	5	low quality					2013	207.36	Fede	15	734.5	274.1	599.2	1653.792	y	
75	20180208_sample_2	20180208_slice_2	2018-02-08	sample 2	mouse_HDBFV	2017-10-09	122	5	VIAAT-	9110	PT	L5 PT_1	1	L5 PT_1 (100.0%)	L5 PT ALM Slco2a1 (96.0%)	2415	110.5	Fede	11	880.8	303.9	609.2	1681.392	y	
76	20180208_sample_3	20180208_slice_3	2018-02-08	sample 3	mouse_HDBFV	2017-10-09	122	5	VIAAT-	9108	PT	L5 PT_1	0.99	L5 PT_1 (98.9%)	L5 PT ALM Slco2a1 (100.0%)	2143	362.99	Fede	14	799	308	510.2	1408.152		
77	20180208_sample_4	20180208_slice_4	2018-02-08	sample 4	mouse_HDBFV	2017-10-09	122	5	VIAAT-	11180	IT	L5 IT_2	0.6	L5 IT_2 (60.1%), L5 IT_1 (35.0%)	L5 IT ALM Gkn1 Pcdh19 (99.0%)	1978	437.13	Fede	10	744.2	271.5	515.2	1421.952		
78	20180208_sample_5	20180208_slice_5	2018-02-08	sample 5	mouse_HDBFV	2017-10-09	122	5	VIAAT-	8272	IT	L5 IT_2	0.54	L5 IT_2 (54.0%), L5 IT_3 (19.6%), L5 IT_1 (12.4%)	L5 IT ALM Gkn1 Pcdh19 (37.0%), L5 IT ALM Cbln4 Fezf2 (24.0%), L5 IT ALM Npw (17.0%)	2127	189.83	Fede	10	850.1	309.4	562.8	1553.328	y	
79	20180213_sample_3	20180213_slice_3	2018-02-13	sample 3	mouse_JDVRZ	2017-11-30	75	5	PV-	9247	PT	L5 PT_3	0.72	L5 PT_3 (72.1%), L5 PT_2 (13.1%), L5 PT_4 (8.0%)	L5 PT ALM Hpgd (86.0%), L5 PT VISp Lgr5 (13.0%)	2434	231	Fede	15	821.1	285.4	557.4	1538.424	y	
80	20180213_sample_5	20180213_slice_5	2018-02-13	sample 5	mouse_JDVRZ	2017-11-30	75	6	PV+	9163	Pvalb	Pvalb Gpr149	0.99	Pvalb Gpr149 (98.9%)	Pvalb Gpr149 Islr (93.0%), Pvalb Reln Itm2a (7.0%)	2073	240.87	Fede	30	1250.3	443.7	601.1	1659.036	y	
81	20180215_sample_1	20180215_slice_1	2018-02-15	sample 1	mouse_LBJDN	2017-11-30	77	5	PV+	5953	Pvalb	Pvalb Reln	0.75	Pvalb Reln (74.6%), Pvalb Calb1_2 (14.7%), Pvalb Kank4 (6.3%)	Pvalb Reln Tac1 (63.0%), Pvalb Reln Itm2a (37.0%)	2153	85.85	Fede	40	920.1	340.9	615.4	1698.504	y	
82	20180220_sample_1	20180220_slice_1	2018-02-20	sample 1	mouse_POHNW	2017-10-09	134	5	VIAAT+	4912	Sst	Sst C1ql3_2	0.45	Sst C1ql3_2 (44.7%), Sst Crhr2_1 (27.1%), Sst Myh8_3 (19.7%)	Sst Rxfp1 Eya1 (53.0%), Sst Tac2 Tacstd2 (45.0%)	1935	101.97	Fede	35	1072.5	394.1	602.3	1662.348		
83	20180220_sample_2	20180220_slice_2	2018-02-20	sample 2	mouse_POHNW	2017-10-09	134	2/3	VIAAT-	8542	IT	L4/5 IT_2	0.92	L4/5 IT_2 (92.0%), L5 IT_1 (5.9%)	L5 IT ALM Tmem163 Dmrtb1 (52.0%), L5 IT ALM Lypd1 Gpr88 (48.0%)	2016	379.67	Fede	20	310.1	114.5	552.8	1525.728	y	
84	20180225_sample_1	20180225_slice_1	2018-02-25	sample 1	mouse_YHUPM	2017-12-30	57	2/3	PV-	6804	IT	L2/3 IT_3	0.9	L2/3 IT_3 (90.1%), L5 PT_2 (3.0%), L4/5 IT_1 (2.9%)	L2/3 IT VISp Agmat (70.0%), L2/3 IT VISp Rrad (29.0%)	1904	159.05	Fede	10	252.5	93.7	608.4	1679.184	y	
85	20180225_sample_2	20180225_slice_2	2018-02-25	sample 2	mouse_YHUPM	2017-12-30	57	2/3	PV-	6879	IT	L2/3 IT_3	0.85	L2/3 IT_3 (85.1%), L4/5 IT_1 (8.9%), L4/5 IT_2 (4.3%)	L2/3 IT VISp Agmat (62.0%), L2/3 IT VISp Rrad (23.0%), L4 IT VISp Rspo1 (8.0%)	2002	160.83	Fede	7	341.2	123.6	602	1661.52		
86	20180225_sample_3	20180225_slice_3	2018-02-25	sample 3	mouse_YHUPM	2017-12-30	57	2/3	PV-	6795	IT	L4/5 IT_1	0.95	L4/5 IT_1 (94.6%), L4/5 IT_2 (2.6%)	L4 IT VISp Rspo1 (100.0%)	2015	94.37	Fede	10	388	146.4	560.1	1545.876	y	
87	20180225_sample_4	20180225_slice_4	2018-02-25	sample 4	mouse_YHUPM	2017-12-30	57	2/3	PV-	11478	IT	L5 IT_1	0.98	L5 IT_1 (97.9%)	L5 IT ALM Cpa6 Gpr88 (84.0%), L5 IT ALM Lypd1 Gpr88 (9.0%), L5 IT ALM Cbln4 Fezf2 (3.0%)	1863	403.39	Fede	10	590.3	227.7	540.5	1491.78	y	
88	20180225_sample_5	20180225_slice_5	2018-02-25	sample 5	mouse_YHUPM	2017-12-30	57	2/3	PV-	7565	PT	L5 PT_2	0.69	L5 PT_2 (69.3%), L5 PT_3 (15.0%), L5 PT_4 (15.0%)	L5 PT VISp Lgr5 (31.0%), L5 PT ALM Hpgd (30.0%), L5 PT ALM Npsr1 (20.0%)	2048	173.59	Fede	10	557.5	206.6	561.6	1550.016	y	
89	20180225_sample_7	20180225_slice_7	2018-02-25	sample 7	mouse_YHUPM	2017-12-30	57	5	PV+	7189	Pvalb	Pvalb Reln	0.83	Pvalb Reln (83.1%), Pvalb Gpr149 (6.6%), Pvalb Kank4 (4.4%)	Pvalb Reln Itm2a (95.0%)	1587	127.06	Fede	10	815.7	272.2	595.7	1644.132		
90	20180228_sample_3	20180228_slice_3	2018-02-28	sample 3	mouse_ROUXZ	2017-12-30	60	2/3	PV-	6214	IT	L2/3 IT_3	0.61	L2/3 IT_3 (61.1%), L2/3 IT_2 (37.6%)	L2/3 IT VISp Agmat (65.0%), L2/3 IT VISp Rrad (30.0%)	1823	168.12	Fede	18	230.2	84	541.8	1495.368	y	
91	20180306_sample_1	20180306_slice_1	2018-03-06	sample 1	mouse_YMIOM	2018-01-10	55	2/3	PV+	5297	Pvalb	Pvalb Reln	0.89	Pvalb Reln (89.3%), Pvalb Vipr2_2 (8.3%)	Pvalb Reln Itm2a (100.0%)	1629	110.05	Fede	40	441.4	152.6	626.5	1729.14	y	
92	20180306_sample_2	20180306_slice_2	2018-03-06	sample 2	mouse_YMIOM	2018-01-10	55	2/3	PV-	5853	IT	L2/3 IT_3	0.88	L2/3 IT_3 (88.0%), L4/5 IT_1 (6.7%), L2/3 IT_2 (3.6%)	L2/3 IT VISp Agmat (61.0%), L2/3 IT VISp Rrad (27.0%), L4 IT VISp Rspo1 (11.0%)	1970	88.74	Fede	20	309.8	116	638.8	1763.088	y	
93	20180306_sample_3	20180306_slice_3	2018-03-06	sample 3	mouse_YMIOM	2018-01-10	55	2/3	PV-	3600	IT	L2/3 IT_3	0.84	L2/3 IT_3 (84.1%), L4/5 IT_2 (3.4%), L5 IT_3 (2.3%)	L2/3 IT VISp Agmat (73.0%), L2/3 IT VISp Rrad (15.0%), L4 IT VISp Rspo1 (12.0%)	2030	62.67	Fede	9	275.8	110.5	578.9	1597.764	y	
94	20180306_sample_5	20180306_slice_5	2018-03-06	sample 5	mouse_YMIOM	2018-01-10	55	2/3	PV-	5392	IT	L2/3 IT_3	0.94	L2/3 IT_3 (94.1%), L4/5 IT_1 (3.4%)	L2/3 IT VISp Agmat (67.0%), L2/3 IT VISp Rrad (32.0%)	1608	76.47	Fede	45	279.5	102.1	544.4	1502.544	y	
95	20180309_sample_4	20180309_slice_4	2018-03-09	sample 4	mouse_AYGIX	2018-01-10	58	2/3	PV-	2695	IT	L5 IT_1	0.35	L5 IT_1 (35.3%), L4/5 IT_2 (28.9%), L5 IT_2 (13.4%)	L4 IT VISp Rspo1 (85.0%), L5 IT ALM Lypd1 Gpr88 (10.0%)	2181	61.12	Matteo	10	457.8	183.9	541.4	1494.264	y	
96	20180309_sample_6	20180309_slice_6	2018-03-09	sample 6	mouse_AYGIX	2018-01-10	58	2/3	PV-	5685	IT	L5 IT_1	0.71	L5 IT_1 (71.3%), L4/5 IT_2 (13.1%), L5 IT_2 (2.9%)	L4 IT VISp Rspo1 (88.0%), L5 IT VISp Hsd11b1 Endou (3.0%), L5 IT VISp Batf3 (3.0%)	2412	123.89	Fede	11	335.1	120.4	538.3	1485.708	y	
97	20180309_sample_7	20180309_slice_7	2018-03-09	sample 7	mouse_AYGIX	2018-01-10	58	5	PV-	5375	IT	L4/5 IT_2	0.93	L4/5 IT_2 (92.9%), L5 PT_2 (2.6%)	L5 IT ALM Lypd1 Gpr88 (80.0%), L4 IT VISp Rspo1 (20.0%)	2132	120.65	Fede	12	377.6	140.5	566.1	1562.436		
98	20180309_sample_8	20180309_slice_8	2018-03-09	sample 8	mouse_AYGIX	2018-01-10	58	2/3	PV-	5163	IT	L2/3 IT_3	0.91	L2/3 IT_3 (91.0%), L4/5 IT_1 (2.9%), L6 IT_1 (1.7%)	L2/3 IT VISp Agmat (86.0%), L4 IT VISp Rspo1 (6.0%), L2/3 IT VISp Rrad (5.0%)	1513	112.24	Fede	15	216.7	82.3	563.1	1554.156		
99	20180313_sample_1	20180313_slice_1	2018-03-13	sample 1	mouse_ALHXK	2018-01-23	49	5	WT	365	low quality					1536	115.85	Fede	5	534.4	193.2	490.4	1353.504		
100	20180313_sample_2	20180313_slice_2	2018-03-13	sample 2	mouse_ALHXK	2018-01-23	49	2/3	WT	9531	PT	L5 PT_1	1	L5 PT_1 (99.9%)	L5 PT ALM Slco2a1 (97.0%)	1896	261.01	Fede	10	309.6	112.2	612.9	1691.604	y	
101	20180313_sample_3	20180313_slice_3	2018-03-13	sample 3	mouse_ALHXK	2018-01-23	49	2/3	WT	9395	PT	L5 PT_1	0.99	L5 PT_1 (99.1%)	L5 PT ALM Slco2a1 (99.0%)	2488	163.61	Fede	10	297.4	108.1	553.2	1526.832	y	
102	20180313_sample_7	20180313_slice_7	2018-03-13	sample 7	mouse_SQHCC	2018-01-23	49	2/3	WT	6101	IT	L2/3 IT_3	0.89	L2/3 IT_3 (88.9%), L4/5 IT_1 (7.9%)	L2/3 IT VISp Agmat (96.0%)	1544	648.87	Fede	10	222.6	74.8	531.7	1467.492	y	
103	20180313_sample_8	20180313_slice_8	2018-03-13	sample 8	mouse_SQHCC	2018-01-23	49	2/3	WT	1844	low quality					1511	216.43	Fede	10	386.6	141.1	545.1	1504.476		
104	20180313_sample_9	20180313_slice_9	2018-03-13	sample 9	mouse_SQHCC	2018-01-23	49	2/3	WT	3238	Pvalb	Pvalb Il1rapl2	0.43	Pvalb Il1rapl2 (42.7%), Pvalb Reln (34.9%), Pvalb Calb1_2 (8.1%)	Pvalb Reln Itm2a (71.0%), Pvalb Tpbg (29.0%)	1783	151.95	Matteo	10	304.4	110.6	586.7	1619.292		
105	20180315_sample_1	20180315_slice_1	2018-03-15	sample 1	mouse_AEJGZ	2018-01-23	51	5	WT	9455	PT	L5 PT_2	0.68	L5 PT_2 (68.1%), L5 PT_3 (19.4%), L5 PT_4 (12.3%)	L5 PT VISp Lgr5 (82.0%), L5 PT ALM Npsr1 (11.0%), L5 PT ALM Hpgd (6.0%)	1998	302.36	Fede	10	585.9	216.7	577.6	1594.176		
106	20180315_sample_2	20180315_slice_2	2018-03-15	sample 2	mouse_AEJGZ	2018-01-23	51	2/3	WT	3440	IT	L2/3 IT_3	0.15	L2/3 IT_3 (14.7%), L4/5 IT_1 (12.9%), L5 IT_4 (10.9%)	L2/3 IT VISp Rrad (62.0%), L4 IT VISp Rspo1 (16.0%), L2/3 IT VISp Agmat (15.0%)	1540	80.71	Matteo	9	298.7	109.6	538.2	1485.432	y	
107	20180315_sample_5	20180315_slice_5	2018-03-15	sample 5	mouse_AEJGZ	2018-01-23	51	2/3	WT	7715	IT	L2/3 IT_3	0.74	L2/3 IT_3 (74.3%), L2/3 IT_2 (14.3%), L4/5 IT_2 (9.1%)	L2/3 IT ALM Macc1 Lrg1 (43.0%), L2/3 IT VISp Agmat (35.0%), L2/3 IT VISp Adamts2 (14.0%)	2183	126.36	Fede	12	345.9	115.9	533.4	1472.184	y	
108	20180315_sample_6	20180315_slice_6	2018-03-15	sample 6	mouse_AEJGZ	2018-01-23	51	2/3	WT	6107	IT	L2/3 IT_3	0.91	L2/3 IT_3 (91.4%), L4/5 IT_1 (5.9%)	L2/3 IT VISp Agmat (65.0%), L2/3 IT VISp Rrad (23.0%), L4 IT VISp Rspo1 (10.0%)	1985	146.74	Fede	40	289.2	118	548.9	1514.964		mismatch (FS firing but excitatory RNA)
109	20180321_sample_2	20180321_slice_2	2018-03-21	sample 2	mouse_IGIHL	2018-02-02	47	5	PV-	6039	IT	L5 IT_1	0.97	L5 IT_1 (97.3%)	L4 IT VISp Rspo1 (31.0%), L5 IT ALM Cpa6 Gpr88 (30.0%), L5 IT VISp Hsd11b1 Endou (16.0%)	2265	483.47	Matteo	10	621.4	225.1	562.1	1551.396		
110	20180321_sample_3	20180321_slice_3	2018-03-21	sample 3	mouse_IGIHL	2018-02-02	47	5	PV-	8439	IT	L4/5 IT_2	0.92	L4/5 IT_2 (92.4%), L5 IT_1 (5.1%)	L5 IT ALM Lypd1 Gpr88 (52.0%), L5 IT ALM Tmem163 Dmrtb1 (48.0%)	1750	503.87	Fede	15	895.4	316.8	589.9	1628.124	y	
111	20180321_sample_4	20180321_slice_4	2018-03-21	sample 4	mouse_IGIHL	2018-02-02	47	2/3	PV-	6734	IT	L2/3 IT_3	0.9	L2/3 IT_3 (90.3%), L5 PT_2 (2.7%), L4/5 IT_1 (2.6%)	L2/3 IT VISp Agmat (67.0%), L2/3 IT VISp Rrad (31.0%)	1586	447.61	Matteo	33	312.2	118.8	536.4	1480.464		mismatch (MC firing+morphology but excitatory RNA)
112	20180321_sample_8	20180321_slice_8	2018-03-21	sample 8	mouse_IGIHL	2018-02-02	47	5	PV-	5418	PT	L5 PT_1	0.72	L5 PT_1 (71.7%), L5 PT_3 (10.9%), L6 CT Grp (5.0%)	L5 PT ALM Slco2a1 (99.0%)	1552	533.13	Matteo	18	740.4	264.4	519.9	1434.924	y	
113	20180321_sample_9	20180321_slice_9	2018-03-21	sample 9	mouse_IGIHL	2018-02-02	47	5	PV-	5137	PT	L5 PT_1	0.92	L5 PT_1 (92.0%), L5 PT_4 (2.3%), L5 PT_3 (2.3%)	L5 PT ALM Slco2a1 (100.0%)	1692	347.98	Fede	17	680.4	243.3	505.9	1396.284		
114	20180322_sample_1	20180322_slice_1	2018-03-22	sample 1	mouse_BAPWW	2018-01-23	58	2/3	WT	6072	IT	L2/3 IT_3	0.86	L2/3 IT_3 (86.3%), L2/3 IT_2 (10.7%)	L2/3 IT VISp Agmat (99.0%)	1528	166.01	Fede	14	251.9	92	509.2	1405.392		
115	20180322_sample_2	20180322_slice_2	2018-03-22	sample 2	mouse_BAPWW	2018-01-23	58	2/3	WT	8671	IT	L2/3 IT_2	0.65	L2/3 IT_2 (65.3%), L2/3 IT_3 (27.0%), L5 PT_1 (3.3%)	L2/3 IT ALM Sla (90.0%), L2/3 IT VISp Adamts2 (5.0%)	1623	493.48	Matteo	12	215.3	74.3	616.3	1700.988	y	
116	20180322_sample_3	20180322_slice_3	2018-03-22	sample 3	mouse_BAPWW	2018-01-23	58	5	WT	9423	IT	L4/5 IT_2	0.96	L4/5 IT_2 (96.1%)	L5 IT ALM Lypd1 Gpr88 (57.0%), L5 IT VISp Hsd11b1 Endou (42.0%)	2084	503.23	Fede	12	641.4	238.4	606.7	1674.492		
117	20180322_sample_4	20180322_slice_4	2018-03-22	sample 4	mouse_BAPWW	2018-01-23	58	2/3	WT	9788	IT	L4/5 IT_2	0.92	L4/5 IT_2 (92.1%), L5 IT_1 (7.1%)	L5 IT ALM Lypd1 Gpr88 (79.0%), L5 IT VISp Whrn Tox2 (11.0%), L5 IT VISp Hsd11b1 Endou (10.0%)	2017	400.89	Matteo	14	487.8	169.4	528.9	1459.764		
118	20180322_sample_5	20180322_slice_5	2018-03-22	sample 5	mouse_BAPWW	2018-01-23	58	5	WT	8854	IT	L5 IT_1	0.96	L5 IT_1 (96.3%)	L5 IT ALM Cpa6 Gpr88 (92.0%), L5 IT ALM Lypd1 Gpr88 (7.0%)	1965	339.38	Fede	15	602.6	221.4	513.5	1417.26	y	
119	20180322_sample_6	20180322_slice_6	2018-03-22	sample 6	mouse_BAPWW	2018-01-23	58	5	WT	8441	PT	L5 PT_1	1	L5 PT_1 (99.9%)	L5 PT ALM Slco2a1 (100.0%)	2081	216.8	Matteo	10	1056.5	357.5	511.8	1412.568	y	
120	20180322_sample_7	20180322_slice_7	2018-03-22	sample 7	mouse_BAPWW	2018-01-23	58	5	WT	9968	PT	L5 PT_4	0.99	L5 PT_4 (99.0%)	L5 PT ALM Npsr1 (100.0%)	2005	377.55	Fede	12	583.2	222.6	529.8	1462.248		
121	20180327_sample_1	20180327_slice_1	2018-03-27	sample 1	mouse_XECLH	2018-01-22	64	5	PV+	10450	Pvalb	Pvalb Il1rapl2	0.95	Pvalb Il1rapl2 (95.1%)	Pvalb Tpbg (100.0%)	2347	199.59	Fede	35	596	220.9	509.5	1406.22	y	
122	20180327_sample_2	20180327_slice_2	2018-03-27	sample 2	mouse_XECLH	2018-01-22	64	5	PV+	7757	Pvalb	Pvalb Gpr149	0.97	Pvalb Gpr149 (97.0%)	Pvalb Gpr149 Islr (96.0%)	2547	72.16	Matteo	14	843.1	306.9	640.9	1768.884		
123	20180327_sample_3	20180327_slice_3	2018-03-27	sample 3	mouse_XECLH	2018-01-22	64	5	PV-	10434	IT	L5 IT_1	0.97	L5 IT_1 (96.7%)	L5 IT ALM Lypd1 Gpr88 (36.0%), L5 IT ALM Cpa6 Gpr88 (23.0%), L5 IT VISp Hsd11b1 Endou (13.0%)	2126	761.75	Fede	45	795.5	292.9	582.1	1606.596	y	
124	20180327_sample_4	20180327_slice_4	2018-03-27	sample 4	mouse_XECLH	2018-01-22	64	5	PV+	7624	Pvalb	Pvalb Reln	0.65	Pvalb Reln (65.3%), Pvalb Kank4 (28.7%), Pvalb Gpr149 (4.0%)	Pvalb Reln Itm2a (84.0%), Pvalb Reln Tac1 (8.0%), Pvalb Sema3e Kank4 (8.0%)	2146	170.38	Matteo	48	753.7	272.7	529	1460.04	y	
125	20180327_sample_5	20180327_slice_5	2018-03-27	sample 5	mouse_XECLH	2018-01-22	64	5	PV+	9140	Pvalb	Pvalb Gpr149	0.99	Pvalb Gpr149 (99.0%)	Pvalb Gpr149 Islr (100.0%)	2374	95.36	Fede	35	925.9	336.3	581.3	1604.388	y	
126	20180327_sample_6	20180327_slice_6	2018-03-27	sample 6	mouse_XECLH	2018-01-22	64	2/3	PV-	9140	IT	L4/5 IT_2	0.99	L4/5 IT_2 (98.7%)	L5 IT ALM Lypd1 Gpr88 (93.0%), L5 IT VISp Hsd11b1 Endou (6.0%)	2003	197.83	Fede	12	307.2	111.3	507.1	1399.596	y	
127	20180329_sample_1	20180329_slice_1	2018-03-29	sample 1	mouse_VCACE	2017-11-23	126	5	WT	11142	IT	L5 IT_1	0.65	L5 IT_1 (64.9%), L4/5 IT_2 (33.1%)	L5 IT ALM Lypd1 Gpr88 (86.0%), L5 IT ALM Tmem163 Arhgap25 (9.0%)	1769	796.88	Fede	10	605.8	219.2	609	1680.84	y	
128	20180329_sample_2	20180329_slice_2	2018-03-29	sample 2	mouse_VCACE	2017-11-23	126	5	WT	3918	IT	L5 IT_2	0.31	L5 IT_2 (31.3%), L5 IT_1 (21.9%), L5 IT_4 (10.7%)	L5 IT VISp Batf3 (50.0%), L6 IT VISp Penk Col27a1 (11.0%), L5 IT VISp Col6a1 Fezf2 (10.0%)	2292	53.8	Matteo	13	818	299.9	551.4	1521.864		
129	20180329_sample_3	20180329_slice_3	2018-03-29	sample 3	mouse_VCACE	2017-11-23	126	5	WT	10346	IT	L5 IT_1	0.86	L5 IT_1 (86.0%), L5 IT_2 (12.1%)	L5 IT ALM Gkn1 Pcdh19 (79.0%), L5 IT ALM Cpa6 Gpr88 (16.0%)	2130	399.68	Fede	11	726.4	266	576.3	1590.588		
130	20180329_sample_4	20180329_slice_4	2018-03-29	sample 4	mouse_VCACE	2017-11-23	126	5	WT	9978	PT	L5 PT_1	0.98	L5 PT_1 (97.7%)	L5 PT ALM Slco2a1 (100.0%)	2157	425.25	Matteo	12	790.1	279.5	590.6	1630.056	y	
131	20180329_sample_5	20180329_slice_5	2018-03-29	sample 5	mouse_VCACE	2017-11-23	126	5	WT	6060	IT	L2/3 IT_3	0.89	L2/3 IT_3 (88.7%), L2/3 IT_2 (9.1%)	L2/3 IT VISp Agmat (99.0%)	2061	486.76	Fede	11	585.9	215.3	522.6	1442.376	y	
132	20180329_sample_6	20180329_slice_6	2018-03-29	sample 6	mouse_VCACE	2017-11-23	126	5	WT	12302	IT	L5 IT_1	0.58	L5 IT_1 (58.0%), L5 IT_2 (18.7%), L5 IT_3 (12.7%)	L2/3 IT ALM Macc1 Lrg1 (29.0%), L5 IT ALM Npw (26.0%), L5 IT ALM Cpa6 Gpr88 (22.0%)	2193	281.95	Fede	14	678.1	242.7	512.6	1414.776	y	
133	20180329_sample_7	20180329_slice_7	2018-03-29	sample 7	mouse_VCACE	2017-11-23	126	5	WT	45	low quality					1510	273.46	Fede	3	759.9	275	548.5	1513.86		
134	20180329_sample_8	20180329_slice_8	2018-03-29	sample 8	mouse_VCACE	2017-11-23	126	5	WT	9020	IT	L4/5 IT_2	0.98	L4/5 IT_2 (98.3%)	L5 IT ALM Lypd1 Gpr88 (89.0%), L4 IT VISp Rspo1 (7.0%)	1612	323.03	Matteo	20	567.3	217	522.4	1441.824	y	
135	20180403_sample_5	20180403_slice_5	2018-04-03	sample 5	mouse_ONCAE	2017-11-23	131	5	WT	8023	IT	L5 IT_1	0.99	L5 IT_1 (99.0%)	L5 IT ALM Cpa6 Gpr88 (71.0%), L5 IT VISp Batf3 (13.0%), L5 IT ALM Cbln4 Fezf2 (4.0%)	2121	202.35	Fede	8	685.2	241.4	515.6	1423.056		
136	20180403_sample_6	20180403_slice_6	2018-04-03	sample 6	mouse_ONCAE	2017-11-23	131	5	WT	9647	PT	L5 PT_1	0.95	L5 PT_1 (95.3%)	L5 PT VISp Krt80 (67.0%), L5 PT ALM Slco2a1 (33.0%)	1729	451.95	Fede	25	966.6	356.2	613	1691.88		
137	20180403_sample_7	20180403_slice_7	2018-04-03	sample 7	mouse_ONCAE	2017-11-23	131	5	WT	8204	IT	L5 IT_1	0.87	L5 IT_1 (87.3%), L4/5 IT_2 (10.7%)	L5 IT ALM Lypd1 Gpr88 (62.0%), L5 IT VISp Hsd11b1 Endou (12.0%), L5 IT ALM Cbln4 Fezf2 (8.0%)	2070	271.65	Fede	12	508.4	185.8	535.6	1478.256		
138	20180404_sample_1	20180404_slice_1	2018-04-04	sample 1	mouse_ZWNGI	2018-01-22	72	2/3	PV+	4662	Pvalb	Pvalb Reln	0.5	Pvalb Reln (50.0%), Pvalb Il1rapl2 (38.7%), Pvalb Calb1_2 (7.1%)	Pvalb Reln Itm2a (69.0%), Pvalb Tpbg (16.0%), Pvalb Reln Tac1 (15.0%)	1554	82.4	Fede	40	240.5	90.3	613.4	1692.984		
139	20180404_sample_2	20180404_slice_2	2018-04-04	sample 2	mouse_ZWNGI	2018-01-22	72	2/3	PV+	10991	Pvalb	Pvalb Reln	1	Pvalb Reln (99.7%)	Pvalb Reln Itm2a (100.0%)	2413	133.63	Matteo	35	431.2	160.6	635.5	1753.98	y	
140	20180404_sample_3	20180404_slice_3	2018-04-04	sample 3	mouse_ZWNGI	2018-01-22	72	2/3	PV-	9465	IT	L4/5 IT_2	0.93	L4/5 IT_2 (92.9%), L4/5 IT_1 (6.3%)	L5 IT ALM Lypd1 Gpr88 (40.0%), L5 IT ALM Cbln4 Fezf2 (34.0%), L4 IT VISp Rspo1 (25.0%)	1831	312.77	Fede	10	362.6	131.3	603.4	1665.384		
141	20180404_sample_4	20180404_slice_4	2018-04-04	sample 4	mouse_ZWNGI	2018-01-22	72	2/3	PV+	8410	Pvalb	Pvalb Il1rapl2	0.91	Pvalb Il1rapl2 (91.0%), Pvalb Calb1_2 (3.7%), Pvalb Reln (2.4%)	Pvalb Tpbg (99.0%)	1848	257.87	Matteo	32	239.8	88.2	575.6	1588.656		
142	20180404_sample_5	20180404_slice_5	2018-04-04	sample 5	mouse_ZWNGI	2018-01-22	72	6	PV+	9191	Pvalb	Pvalb Kank4	0.7	Pvalb Kank4 (69.9%), Pvalb Reln (29.9%)	Pvalb Reln Itm2a (98.0%)	1739	300.7	Fede	25	1100.1	404.7	586.6	1619.016	y	
143	20180404_sample_7	20180404_slice_7	2018-04-04	sample 7	mouse_ZWNGI	2018-01-22	72	2/3	PV-	6667	IT	L2/3 IT_3	0.76	L2/3 IT_3 (76.1%), L2/3 IT_2 (16.3%), L2/3 IT_1 (5.6%)	L2/3 IT VISp Rrad (79.0%), L2/3 IT VISp Agmat (21.0%)	2101	87.53	Fede	15	269.7	95.3	568.4	1568.784		
144	20180405_sample_1	20180405_slice_1	2018-04-05	sample 1	mouse_OOZJM	2017-12-18	108	2/3	WT	8626	PT	L5 PT_1	0.98	L5 PT_1 (97.9%)	L5 PT ALM Slco2a1 (99.0%)	2219	183.44	Matteo	10	1095.1	391.6	554.6	1530.696		
145	20180405_sample_2	20180405_slice_2	2018-04-05	sample 2	mouse_OOZJM	2017-12-18	108	5	WT	6961	IT	L4/5 IT_2	0.97	L4/5 IT_2 (97.1%)	L5 IT ALM Lypd1 Gpr88 (98.0%)	1540	693.14	Matteo	12	511.2	192.2	556.6	1536.216	y	
146	20180405_sample_3	20180405_slice_3	2018-04-05	sample 3	mouse_OOZJM	2017-12-18	108	2/3	WT	6271	IT	L4/5 IT_1	0.98	L4/5 IT_1 (97.7%)	L4 IT VISp Rspo1 (96.0%)	1521	248	Matteo	12	490.4	177.3	601.2	1659.312	y	
147	20180410_sample_1	20180410_slice_1	2018-04-10	sample 1	mouse_SGQTD	2018-01-22	78	2/3	PV+	8926	Pvalb	Pvalb Il1rapl2	0.81	Pvalb Il1rapl2 (80.6%), Pvalb Reln (17.4%)	Pvalb Reln Itm2a (60.0%), Pvalb Tpbg (40.0%)	1800	382.82	Fede	20	220.7	79.6	551.4	1521.864		
148	20180410_sample_3	20180410_slice_3	2018-04-10	sample 3	mouse_SGQTD	2018-01-22	78	2/3	PV-	8434	IT	L2/3 IT_3	0.85	L2/3 IT_3 (84.9%), L4/5 IT_1 (12.9%)	L2/3 IT ALM Macc1 Lrg1 (51.0%), L4 IT VISp Rspo1 (25.0%), L5 IT ALM Pld5 (14.0%)	1839	380.62	Fede	26	324.2	116.47	555.8	1534.008	y	
